DATAFLOW,REF_AREA,FREQ,COMMODITY,MEASURE,UNIT_MEASURE,VERSION_ID,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MULT,DECIMALS,CONVENTION
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),CHE,A,CPC_EX_FHC,ECOE_TOT,T_CO2E,AO_2022_2031,2006,0,A,6,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),CHE,A,CPC_EX_FHC,ECOE_TOT,T_CO2E,AO_2022_2031,2007,0,A,6,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),CHE,A,CPC_EX_FHC,ECOE_TOT,T_CO2E,AO_2022_2031,2008,0,A,6,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),CHE,A,CPC_EX_FHC,ECOE_TOT,T_CO2E,AO_2022_2031,2009,0,A,6,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),CHE,A,CPC_EX_FHC,ECOE_TOT,T_CO2E,AO_2022_2031,2010,0,A,6,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),CHE,A,CPC_EX_FHC,ECOE_TOT,T_CO2E,AO_2022_2031,2011,0,A,6,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),CHE,A,CPC_EX_FHC,ECOE_TOT,T_CO2E,AO_2022_2031,2012,0,A,6,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),CHE,A,CPC_EX_FHC,ECOE_TOT,T_CO2E,AO_2022_2031,2013,0,A,6,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),CHE,A,CPC_EX_FHC,ECOE_TOT,T_CO2E,AO_2022_2031,2014,0,A,6,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),CHE,A,CPC_EX_FHC,ECOE_TOT,T_CO2E,AO_2022_2031,2015,0,A,6,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),CHE,A,CPC_EX_FHC,ECOE_TOT,T_CO2E,AO_2022_2031,2016,0,A,6,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),CHE,A,CPC_EX_FHC,ECOE_TOT,T_CO2E,AO_2022_2031,2017,0,A,6,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),CHE,A,CPC_EX_FHC,ECOE_TOT,T_CO2E,AO_2022_2031,2018,0,A,6,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),CHE,A,CPC_EX_FHC,ECOE_TOT,T_CO2E,AO_2022_2031,2019,0,A,6,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),CHE,A,CPC_EX_FHC,ECOE_TOT,T_CO2E,AO_2022_2031,2020,0,A,6,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),CHE,A,CPC_EX_FHC,ECOE_TOT,T_CO2E,AO_2022_2031,2021,0,A,6,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_21525,PP,XDC_T,AO_2022_2031,1990,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_21525,PP,XDC_T,AO_2022_2031,1991,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_21525,PP,XDC_T,AO_2022_2031,1992,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_21525,PP,XDC_T,AO_2022_2031,1993,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_21525,PP,XDC_T,AO_2022_2031,1994,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_21525,PP,XDC_T,AO_2022_2031,1995,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_21525,PP,XDC_T,AO_2022_2031,1996,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_21525,PP,XDC_T,AO_2022_2031,1997,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_21525,PP,XDC_T,AO_2022_2031,1998,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_21525,PP,XDC_T,AO_2022_2031,1999,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_21525,PP,XDC_T,AO_2022_2031,2000,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_21525,PP,XDC_T,AO_2022_2031,2001,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_21525,PP,XDC_T,AO_2022_2031,2002,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_21525,PP,XDC_T,AO_2022_2031,2003,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_21525,PP,XDC_T,AO_2022_2031,2004,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_21525,PP,XDC_T,AO_2022_2031,2005,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_21525,PP,XDC_T,AO_2022_2031,2006,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_21525,PP,XDC_T,AO_2022_2031,2007,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_21525,PP,XDC_T,AO_2022_2031,2008,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_21525,PP,XDC_T,AO_2022_2031,2009,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_21525,PP,XDC_T,AO_2022_2031,2010,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_21525,PP,XDC_T,AO_2022_2031,2011,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_21525,PP,XDC_T,AO_2022_2031,2012,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_21525,PP,XDC_T,AO_2022_2031,2013,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_21525,PP,XDC_T,AO_2022_2031,2014,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_21525,PP,XDC_T,AO_2022_2031,2015,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_21525,PP,XDC_T,AO_2022_2031,2016,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_21525,PP,XDC_T,AO_2022_2031,2017,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_21525,PP,XDC_T,AO_2022_2031,2018,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_21525,PP,XDC_T,AO_2022_2031,2019,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_21525,PP,XDC_T,AO_2022_2031,2020,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_21525,PP,XDC_T,AO_2022_2031,2021,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_EX_BV,FO_DFS_FAT,G_PS_D,AO_2022_2031,1990,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_EX_BV,FO_DFS_FAT,G_PS_D,AO_2022_2031,1991,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_EX_BV,FO_DFS_FAT,G_PS_D,AO_2022_2031,1992,3.32,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_EX_BV,FO_DFS_FAT,G_PS_D,AO_2022_2031,1993,3.14,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_EX_BV,FO_DFS_FAT,G_PS_D,AO_2022_2031,1994,2.93,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_EX_BV,FO_DFS_FAT,G_PS_D,AO_2022_2031,1995,2.76,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_EX_BV,FO_DFS_FAT,G_PS_D,AO_2022_2031,1996,2.66,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_EX_BV,FO_DFS_FAT,G_PS_D,AO_2022_2031,1997,2.65,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_EX_BV,FO_DFS_FAT,G_PS_D,AO_2022_2031,1998,2.58,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_EX_BV,FO_DFS_FAT,G_PS_D,AO_2022_2031,1999,2.66,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_EX_BV,FO_DFS_FAT,G_PS_D,AO_2022_2031,2000,2.68,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_EX_BV,FO_DFS_FAT,G_PS_D,AO_2022_2031,2001,2.76,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_EX_BV,FO_DFS_FAT,G_PS_D,AO_2022_2031,2002,2.89,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_EX_BV,FO_DFS_FAT,G_PS_D,AO_2022_2031,2003,3.13,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_EX_BV,FO_DFS_FAT,G_PS_D,AO_2022_2031,2004,3.4,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_EX_BV,FO_DFS_FAT,G_PS_D,AO_2022_2031,2005,3.49,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_EX_BV,FO_DFS_FAT,G_PS_D,AO_2022_2031,2006,3.52,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_EX_BV,FO_DFS_FAT,G_PS_D,AO_2022_2031,2007,3.49,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_EX_BV,FO_DFS_FAT,G_PS_D,AO_2022_2031,2008,3.5,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_EX_BV,FO_DFS_FAT,G_PS_D,AO_2022_2031,2009,3.33,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_EX_BV,FO_DFS_FAT,G_PS_D,AO_2022_2031,2010,3.16,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_EX_BV,FO_DFS_FAT,G_PS_D,AO_2022_2031,2011,2.99,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_EX_BV,FO_DFS_FAT,G_PS_D,AO_2022_2031,2012,2.97,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_EX_BV,FO_DFS_FAT,G_PS_D,AO_2022_2031,2013,2.9,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_EX_BV,FO_DFS_FAT,G_PS_D,AO_2022_2031,2014,2.87,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_EX_BV,FO_DFS_FAT,G_PS_D,AO_2022_2031,2015,2.84,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_EX_BV,FO_DFS_FAT,G_PS_D,AO_2022_2031,2016,2.86,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_EX_BV,FO_DFS_FAT,G_PS_D,AO_2022_2031,2017,2.87,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_EX_BV,FO_DFS_FAT,G_PS_D,AO_2022_2031,2018,2.85,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_EX_BV,FO_DFS_FAT,G_PS_D,AO_2022_2031,2019,2.75,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_EX_BV,FO_DFS_FAT,G_PS_D,AO_2022_2031,2020,2.71,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_EX_BV,FO_DFS_FAT,G_PS_D,AO_2022_2031,2021,2.7,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),UKR,A,CPC_21233,FO_DES_TOT,KCAL_PS_D,AO_2022_2031,1990,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),UKR,A,CPC_21233,FO_DES_TOT,KCAL_PS_D,AO_2022_2031,1991,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),UKR,A,CPC_21233,FO_DES_TOT,KCAL_PS_D,AO_2022_2031,1992,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),UKR,A,CPC_21233,FO_DES_TOT,KCAL_PS_D,AO_2022_2031,1993,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),UKR,A,CPC_21233,FO_DES_TOT,KCAL_PS_D,AO_2022_2031,1994,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),UKR,A,CPC_21233,FO_DES_TOT,KCAL_PS_D,AO_2022_2031,1995,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),UKR,A,CPC_21233,FO_DES_TOT,KCAL_PS_D,AO_2022_2031,1996,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),UKR,A,CPC_21233,FO_DES_TOT,KCAL_PS_D,AO_2022_2031,1997,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),UKR,A,CPC_21233,FO_DES_TOT,KCAL_PS_D,AO_2022_2031,1998,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),UKR,A,CPC_21233,FO_DES_TOT,KCAL_PS_D,AO_2022_2031,1999,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),UKR,A,CPC_21233,FO_DES_TOT,KCAL_PS_D,AO_2022_2031,2000,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),UKR,A,CPC_21233,FO_DES_TOT,KCAL_PS_D,AO_2022_2031,2001,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),UKR,A,CPC_21233,FO_DES_TOT,KCAL_PS_D,AO_2022_2031,2002,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),UKR,A,CPC_21233,FO_DES_TOT,KCAL_PS_D,AO_2022_2031,2003,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),UKR,A,CPC_21233,FO_DES_TOT,KCAL_PS_D,AO_2022_2031,2004,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),UKR,A,CPC_21233,FO_DES_TOT,KCAL_PS_D,AO_2022_2031,2005,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),UKR,A,CPC_21233,FO_DES_TOT,KCAL_PS_D,AO_2022_2031,2006,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),UKR,A,CPC_21233,FO_DES_TOT,KCAL_PS_D,AO_2022_2031,2007,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),UKR,A,CPC_21233,FO_DES_TOT,KCAL_PS_D,AO_2022_2031,2008,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),UKR,A,CPC_21233,FO_DES_TOT,KCAL_PS_D,AO_2022_2031,2009,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),UKR,A,CPC_21233,FO_DES_TOT,KCAL_PS_D,AO_2022_2031,2010,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),UKR,A,CPC_21233,FO_DES_TOT,KCAL_PS_D,AO_2022_2031,2011,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),UKR,A,CPC_21233,FO_DES_TOT,KCAL_PS_D,AO_2022_2031,2012,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),UKR,A,CPC_21233,FO_DES_TOT,KCAL_PS_D,AO_2022_2031,2013,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),UKR,A,CPC_21233,FO_DES_TOT,KCAL_PS_D,AO_2022_2031,2014,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),UKR,A,CPC_21233,FO_DES_TOT,KCAL_PS_D,AO_2022_2031,2015,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),UKR,A,CPC_21233,FO_DES_TOT,KCAL_PS_D,AO_2022_2031,2016,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),UKR,A,CPC_21233,FO_DES_TOT,KCAL_PS_D,AO_2022_2031,2017,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),UKR,A,CPC_21233,FO_DES_TOT,KCAL_PS_D,AO_2022_2031,2018,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),UKR,A,CPC_21233,FO_DES_TOT,KCAL_PS_D,AO_2022_2031,2019,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),UKR,A,CPC_21233,FO_DES_TOT,KCAL_PS_D,AO_2022_2031,2020,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),UKR,A,CPC_21233,FO_DES_TOT,KCAL_PS_D,AO_2022_2031,2021,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_04,PP,XDC_T,AO_2022_2031,1990,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_04,PP,XDC_T,AO_2022_2031,1991,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_04,PP,XDC_T,AO_2022_2031,1992,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_04,PP,XDC_T,AO_2022_2031,1993,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_04,PP,XDC_T,AO_2022_2031,1994,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_04,PP,XDC_T,AO_2022_2031,1995,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_04,PP,XDC_T,AO_2022_2031,1996,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_04,PP,XDC_T,AO_2022_2031,1997,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_04,PP,XDC_T,AO_2022_2031,1998,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_04,PP,XDC_T,AO_2022_2031,1999,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_04,PP,XDC_T,AO_2022_2031,2000,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_04,PP,XDC_T,AO_2022_2031,2001,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_04,PP,XDC_T,AO_2022_2031,2002,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_04,PP,XDC_T,AO_2022_2031,2003,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_04,PP,XDC_T,AO_2022_2031,2004,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_04,PP,XDC_T,AO_2022_2031,2005,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_04,PP,XDC_T,AO_2022_2031,2006,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_04,PP,XDC_T,AO_2022_2031,2007,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_04,PP,XDC_T,AO_2022_2031,2008,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_04,PP,XDC_T,AO_2022_2031,2009,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_04,PP,XDC_T,AO_2022_2031,2010,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_04,PP,XDC_T,AO_2022_2031,2011,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_04,PP,XDC_T,AO_2022_2031,2012,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_04,PP,XDC_T,AO_2022_2031,2013,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_04,PP,XDC_T,AO_2022_2031,2014,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_04,PP,XDC_T,AO_2022_2031,2015,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_04,PP,XDC_T,AO_2022_2031,2016,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_04,PP,XDC_T,AO_2022_2031,2017,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_04,PP,XDC_T,AO_2022_2031,2018,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_04,PP,XDC_T,AO_2022_2031,2019,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_04,PP,XDC_T,AO_2022_2031,2020,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_04,PP,XDC_T,AO_2022_2031,2021,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),CHE,A,CPC_EX_PT,IM,T,AO_2022_2031,1990,39.19,A,3,2,RTOC
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),CHE,A,CPC_EX_PT,IM,T,AO_2022_2031,1991,41.15,A,3,2,RTOC
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),CHE,A,CPC_EX_PT,IM,T,AO_2022_2031,1992,37.66,A,3,2,RTOC
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),CHE,A,CPC_EX_PT,IM,T,AO_2022_2031,1993,37.5,A,3,2,RTOC
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),CHE,A,CPC_EX_PT,IM,T,AO_2022_2031,1994,40.21,A,3,2,RTOC
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),CHE,A,CPC_EX_PT,IM,T,AO_2022_2031,1995,37.81,A,3,2,RTOC
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),CHE,A,CPC_EX_PT,IM,T,AO_2022_2031,1996,43.24,A,3,2,RTOC
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),CHE,A,CPC_EX_PT,IM,T,AO_2022_2031,1997,40.44,A,3,2,RTOC
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),CHE,A,CPC_EX_PT,IM,T,AO_2022_2031,1998,41,A,3,2,RTOC
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),CHE,A,CPC_EX_PT,IM,T,AO_2022_2031,1999,38.77,A,3,2,RTOC
